Horas_Estudio,Asistencia,Involucración_Padres,Acceso_Recursos,Actividades_Extraescolares,Horas_Sueño,Puntuación_Anterior,Nivel_Motivación,Acceso_Internet,Tutorías,Ingreso_Familiar,Calidad_Profesorado,Tipo_Centro,Influencia_Compañeros,Actividad_Física,Problemas_Aprendizaje,Nivel_Educación_Padres,Distancia_Vivienda,Género,Puntuación,Niveles_Rendimiento,Niveles_Previos_Rto
12,81,Alto,Medio,No,8,53,Bajo,Sí,1,Medio,Alto,Privado,Positiva,3,No,Universidad,Cercana,Hombre,65,2,1
25,88,Bajo,Alto,Sí,6,53,Medio,Sí,2,Medio,Alto,Público,Negativa,4,No,Universidad,Cercana,Mujer,70,2,1
18,62,Medio,Medio,Sí,7,54,Medio,Sí,2,Medio,Alto,Privado,Positiva,3,No,Postgrado,Moderada,Hombre,64,1,1
18,71,Medio,Bajo,Sí,7,85,Bajo,Sí,1,Bajo,Bajo,Público,Neutral,2,No,Instituto,Moderada,Hombre,62,1,4
25,93,Medio,Alto,No,8,56,Alto,Sí,0,Bajo,Bajo,Privado,Neutral,3,No,Instituto,Cercana,Hombre,69,2,1
22,63,Alto,Bajo,No,6,63,Bajo,Sí,1,Medio,Bajo,Público,Negativa,2,No,Postgrado,Moderada,Hombre,62,1,2
23,94,Bajo,Bajo,Sí,9,83,Medio,Sí,2,Bajo,Medio,Privado,Positiva,2,No,Instituto,Cercana,Mujer,69,2,4
26,64,Medio,Alto,No,7,56,Medio,Sí,3,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,66,2,1
18,93,Medio,Alto,Sí,8,96,Medio,Sí,2,Medio,Bajo,Público,Positiva,2,No,Instituto,Moderada,Mujer,71,2,5
16,74,Medio,Alto,Sí,7,74,Bajo,Sí,4,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Hombre,66,2,3
13,84,Alto,Medio,No,7,98,Medio,No,0,Bajo,Bajo,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,64,1,5
15,66,Medio,Alto,Sí,7,60,Alto,Sí,2,Alto,Medio,Privado,Negativa,3,No,Instituto,Moderada,Mujer,63,1,1
38,63,Medio,Alto,No,8,52,Alto,Sí,1,Medio,Medio,Privado,Positiva,3,No,Universidad,Moderada,Hombre,69,2,1
27,69,Alto,Alto,Sí,10,80,Medio,No,1,Medio,Alto,Público,Positiva,4,Sí,Instituto,Cercana,Mujer,68,2,4
12,65,Alto,Alto,Sí,4,66,Medio,Sí,0,Medio,Alto,Público,Neutral,2,No,Instituto,Cercana,Mujer,63,1,2
12,72,Medio,Medio,Sí,8,79,Alto,Sí,1,Alto,Medio,Público,Positiva,3,No,Universidad,Lejana,Hombre,64,1,3
23,81,Medio,Bajo,Sí,7,74,Medio,Sí,0,Bajo,Medio,Público,Neutral,0,No,Postgrado,Cercana,Mujer,66,2,3
23,84,Medio,Alto,Sí,7,73,Medio,Sí,1,Alto,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,71,2,3
23,92,Alto,Medio,Sí,4,93,Alto,Sí,0,Alto,Medio,Público,Negativa,4,No,Instituto,Cercana,Mujer,72,2,5
18,86,Alto,Medio,No,8,60,Medio,Sí,2,Bajo,Alto,Privado,Neutral,1,No,Universidad,Cercana,Hombre,88,4,1
19,84,Medio,Alto,Sí,7,75,Bajo,Sí,1,Bajo,Medio,Público,Negativa,2,No,Universidad,Lejana,Hombre,66,2,3
22,76,Medio,Medio,Sí,6,71,Medio,Sí,0,Bajo,Alto,Privado,Neutral,2,No,Instituto,Moderada,Hombre,65,2,3
21,79,Bajo,Medio,Sí,7,84,Bajo,Sí,2,Medio,Medio,Privado,Neutral,3,No,Instituto,Cercana,Hombre,66,2,4
7,77,Bajo,Medio,Sí,7,53,Alto,Sí,4,Bajo,Medio,Privado,Positiva,2,No,Universidad,Moderada,Mujer,62,1,1
19,94,Medio,Bajo,No,4,76,Medio,Sí,4,Bajo,Alto,Privado,Negativa,3,No,Instituto,Moderada,Mujer,68,2,3
15,69,Medio,Medio,Sí,7,74,Alto,Sí,2,Bajo,Medio,Privado,Neutral,5,No,Postgrado,Cercana,Mujer,65,2,3
21,60,Bajo,Alto,No,8,99,Bajo,Sí,0,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Hombre,62,1,5
38,86,Alto,Medio,No,6,88,Alto,Sí,1,Bajo,Alto,Público,Negativa,4,No,Instituto,Moderada,Mujer,74,3,4
22,68,Medio,Bajo,Sí,7,58,Medio,Sí,0,Medio,Medio,Público,Neutral,3,No,Postgrado,Cercana,Hombre,64,1,1
18,96,Alto,Alto,No,7,75,Alto,Sí,2,Medio,Alto,Público,Negativa,2,No,Instituto,Cercana,Hombre,72,2,3
26,94,Medio,Medio,No,9,89,Medio,Sí,0,Bajo,Medio,Público,Neutral,3,Sí,Instituto,Cercana,Mujer,70,2,4
23,63,Alto,Medio,No,7,76,Medio,Sí,2,Medio,Alto,Público,Positiva,1,No,Instituto,Lejana,Hombre,65,2,3
23,64,Medio,Alto,Sí,8,68,Bajo,Sí,3,Bajo,Alto,Público,Neutral,3,No,Instituto,Cercana,Mujer,66,2,2
24,80,Medio,Medio,Sí,7,69,Bajo,Sí,0,Medio,Alto,Privado,Positiva,3,No,Universidad,Lejana,Hombre,67,2,2
32,84,Medio,Alto,Sí,10,68,Medio,Sí,1,Bajo,Medio,Público,Positiva,5,No,Instituto,Cercana,Hombre,73,2,2
13,71,Medio,Alto,Sí,6,51,Bajo,Sí,4,Alto,Medio,Público,Positiva,4,No,Universidad,Moderada,Mujer,65,2,1
23,89,Alto,Alto,No,6,87,Medio,Sí,4,Medio,Alto,Privado,Neutral,3,No,Universidad,Cercana,Mujer,74,3,4
14,84,Medio,Medio,No,7,81,Medio,Sí,0,Alto,Medio,Público,Neutral,2,No,Universidad,Cercana,Mujer,66,2,4
23,73,Medio,Medio,No,6,63,Medio,Sí,1,Alto,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,67,2,2
14,61,Medio,Medio,No,5,82,Bajo,No,0,Bajo,Medio,Público,Neutral,0,No,Instituto,Cercana,Mujer,58,1,4
17,90,Alto,Alto,No,8,65,Medio,Sí,2,Bajo,Alto,Público,Positiva,3,No,Postgrado,Moderada,Hombre,71,2,2
18,69,Bajo,Alto,Sí,4,62,Alto,Sí,1,Medio,Bajo,Público,Neutral,3,No,Instituto,Moderada,Hombre,63,1,2
26,93,Bajo,Alto,No,6,87,Medio,Sí,1,Medio,Alto,Público,Positiva,3,No,Universidad,Cercana,Mujer,73,2,4
26,77,Alto,Medio,Sí,5,90,Medio,Sí,1,Medio,Medio,Privado,Neutral,2,No,Instituto,Lejana,Mujer,68,2,5
13,83,Bajo,Medio,Sí,7,81,Medio,Sí,4,Bajo,Medio,Público,Negativa,5,No,Universidad,Cercana,Mujer,66,2,4
20,95,Bajo,Medio,No,4,89,Medio,Sí,3,Bajo,Medio,Público,Negativa,3,Sí,Instituto,Cercana,Hombre,68,2,4
16,95,Medio,Bajo,No,8,68,Bajo,No,2,Medio,Alto,Público,Neutral,4,No,Instituto,Cercana,Mujer,66,2,2
12,75,Medio,Alto,No,8,54,Bajo,Sí,1,Medio,Alto,Público,Negativa,3,No,Instituto,Cercana,Mujer,62,1,1
19,68,Medio,Medio,Sí,5,80,Medio,Sí,0,Medio,Medio,Público,Neutral,3,Sí,Instituto,Moderada,Hombre,78,3,4
18,91,Medio,Medio,No,7,63,Medio,Sí,1,Medio,Medio,Público,Negativa,4,No,Universidad,Cercana,Hombre,68,2,2
35,77,Alto,Alto,Sí,8,89,Medio,Sí,5,Alto,Medio,Público,Positiva,4,No,Universidad,Cercana,Mujer,77,3,4
23,68,Alto,Bajo,Sí,8,68,Medio,Sí,1,Medio,Medio,Público,Neutral,2,No,Universidad,Cercana,Hombre,65,2,2
12,96,Alto,Alto,Sí,5,84,Bajo,Sí,3,Alto,Medio,Público,Positiva,4,No,Postgrado,Cercana,Mujer,73,2,4
17,68,Medio,Bajo,Sí,5,78,Medio,Sí,4,Bajo,Bajo,Público,Positiva,2,No,Universidad,Cercana,Hombre,64,1,3
26,61,Bajo,Alto,Sí,9,91,Medio,No,0,Alto,Alto,Privado,Positiva,4,No,Universidad,Cercana,Mujer,67,2,5
33,61,Alto,Medio,No,6,92,Medio,Sí,1,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Mujer,69,2,5
10,85,Bajo,Bajo,Sí,6,53,Alto,Sí,1,Bajo,Medio,Privado,Neutral,3,Sí,Instituto,Moderada,Hombre,60,1,1
9,86,Alto,Medio,No,8,65,Alto,Sí,0,Medio,Medio,Público,Positiva,3,No,Universidad,Cercana,Mujer,66,2,2
31,72,Bajo,Alto,Sí,5,94,Alto,Sí,2,Bajo,Bajo,Público,Positiva,2,No,Instituto,Cercana,Hombre,70,2,5
22,73,Alto,Medio,Sí,7,70,Bajo,No,2,Bajo,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,66,2,2
15,74,Alto,Medio,Sí,8,76,Medio,Sí,1,Medio,Bajo,Público,Neutral,4,No,Instituto,Lejana,Hombre,64,1,3
23,87,Medio,Alto,No,5,59,Medio,Sí,1,Alto,Bajo,Público,Neutral,4,No,Universidad,Cercana,Hombre,70,2,1
4,62,Medio,Medio,No,6,78,Alto,Sí,3,Alto,Medio,Público,Neutral,2,No,Instituto,Lejana,Mujer,58,1,3
20,97,Medio,Alto,Sí,5,63,Medio,Sí,0,Bajo,Medio,Público,Negativa,3,No,Universidad,Lejana,Mujer,69,2,2
22,69,Medio,Medio,Sí,6,91,Bajo,Sí,0,Alto,Alto,Privado,Neutral,1,Sí,Instituto,Moderada,Hombre,64,1,5
26,100,Bajo,Medio,No,9,60,Medio,Sí,2,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,72,2,1
14,67,Medio,Medio,Sí,9,68,Bajo,Sí,1,Bajo,Medio,Público,Neutral,3,Sí,Instituto,Cercana,Hombre,60,1,2
21,91,Medio,Medio,Sí,7,55,Alto,Sí,2,Alto,Medio,Privado,Neutral,3,No,Instituto,Cercana,Mujer,70,2,1
14,69,Medio,Bajo,Sí,8,79,Medio,Sí,1,Alto,Medio,Público,Negativa,1,No,Postgrado,Moderada,Mujer,62,1,3
22,63,Medio,Medio,Sí,8,97,Medio,Sí,1,Alto,Alto,Público,Neutral,3,No,Instituto,Moderada,Mujer,66,2,5
15,95,Medio,Medio,Sí,6,59,Bajo,Sí,0,Medio,Medio,Privado,Positiva,5,No,Instituto,Lejana,Mujer,66,2,1
18,94,Bajo,Medio,Sí,7,51,Medio,Sí,1,Bajo,Medio,Público,Neutral,3,Sí,Universidad,Moderada,Hombre,65,2,1
14,76,Alto,Medio,Sí,5,71,Medio,Sí,1,Bajo,Medio,Público,Negativa,3,No,Instituto,Cercana,Hombre,64,1,3
24,88,Alto,Medio,Sí,6,87,Medio,Sí,1,Alto,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Mujer,72,2,4
25,82,Medio,Medio,Sí,7,99,Alto,Sí,3,Bajo,Alto,Público,Neutral,2,No,Instituto,Cercana,Mujer,71,2,5
19,94,Bajo,Alto,No,5,53,Medio,Sí,1,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Mujer,68,2,1
20,73,Alto,Medio,Sí,5,89,Medio,Sí,2,Medio,Alto,Público,Positiva,5,Sí,Instituto,Moderada,Mujer,68,2,4
11,81,Bajo,Medio,Sí,6,68,Alto,Sí,2,Alto,Medio,Privado,Negativa,3,No,Postgrado,Lejana,Mujer,64,1,2
18,79,Bajo,Medio,Sí,9,58,Medio,Sí,3,Medio,Alto,Público,Negativa,3,No,Instituto,Cercana,Mujer,65,2,1
20,74,Medio,Alto,Sí,9,60,Medio,No,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Moderada,Mujer,64,1,1
36,96,Medio,Bajo,No,7,96,Medio,Sí,1,Bajo,Alto,Público,Positiva,3,No,Universidad,Moderada,Mujer,75,3,5
13,67,Bajo,Medio,Sí,8,90,Medio,Sí,2,Bajo,Medio,Privado,Negativa,2,No,Instituto,Cercana,Hombre,61,1,5
29,66,Alto,Alto,No,6,66,Medio,Sí,0,Medio,Medio,Privado,Negativa,3,No,Postgrado,Cercana,Hombre,68,2,2
26,83,Medio,Medio,No,4,97,Bajo,Sí,2,Bajo,Alto,Público,Negativa,4,No,Universidad,Moderada,Hombre,70,2,5
22,86,Alto,Medio,No,6,55,Medio,Sí,5,Alto,Bajo,Privado,Negativa,3,No,Postgrado,Cercana,Mujer,71,2,1
31,68,Bajo,Alto,Sí,7,66,Bajo,Sí,0,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,66,2,2
22,76,Alto,Bajo,Sí,7,83,Bajo,Sí,0,Bajo,Medio,Público,Positiva,1,No,Universidad,Cercana,Hombre,66,2,4
22,98,Medio,Medio,Sí,7,100,Bajo,Sí,0,Bajo,Medio,Público,Neutral,3,No,Instituto,Lejana,Hombre,70,2,5
20,70,Bajo,Medio,No,7,73,Medio,Sí,0,Bajo,Medio,Público,Negativa,5,No,Instituto,Cercana,Mujer,62,1,3
27,87,Alto,Bajo,Sí,6,91,Bajo,Sí,4,Alto,Medio,Público,Neutral,4,No,Instituto,Moderada,Hombre,72,2,5
27,90,Alto,Medio,No,8,96,Alto,Sí,0,Medio,Medio,Público,Negativa,4,No,Instituto,Moderada,Hombre,72,2,5
16,78,Bajo,Medio,Sí,5,50,Medio,Sí,2,Bajo,Medio,Privado,Positiva,2,No,Universidad,Moderada,Hombre,63,1,1
12,98,Alto,Bajo,Sí,8,64,Medio,No,5,Bajo,Medio,Público,Neutral,5,No,Universidad,Cercana,Mujer,69,2,2
19,89,Medio,Medio,Sí,6,55,Medio,Sí,0,Medio,Alto,Público,Positiva,2,No,Postgrado,Moderada,Hombre,68,2,1
15,78,Alto,Alto,Sí,10,89,Bajo,Sí,0,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,67,2,4
20,83,Alto,Alto,Sí,7,78,Alto,Sí,3,Bajo,Medio,Privado,Neutral,2,No,Universidad,Cercana,Mujer,71,2,3
27,88,Bajo,Medio,Sí,6,55,Bajo,No,2,Bajo,Medio,Público,Positiva,5,No,Instituto,Lejana,Hombre,67,2,1
17,84,Bajo,Bajo,Sí,6,71,Bajo,Sí,0,Medio,Medio,Privado,Negativa,4,Sí,Instituto,Cercana,Hombre,62,1,3
20,95,Medio,Medio,No,6,76,Medio,Sí,0,Bajo,Alto,Privado,Positiva,4,No,Instituto,Moderada,Mujer,69,2,3
20,74,Alto,Medio,Sí,8,85,Medio,Sí,2,Bajo,Medio,Público,Positiva,0,No,Instituto,Cercana,Hombre,67,2,4
25,72,Medio,Alto,Sí,7,89,Medio,Sí,2,Bajo,Alto,Público,Positiva,3,No,Postgrado,Cercana,Mujer,71,2,4
7,69,Medio,Alto,Sí,8,54,Alto,Sí,1,Medio,Alto,Público,Positiva,2,No,Instituto,Lejana,Hombre,87,4,1
16,62,Bajo,Medio,No,8,74,Medio,Sí,2,Alto,Alto,Privado,Neutral,3,No,Instituto,Moderada,Hombre,62,1,3
21,62,Alto,Bajo,Sí,7,58,Medio,Sí,2,Bajo,Alto,Público,Positiva,1,No,Universidad,Cercana,Mujer,64,1,1
27,95,Medio,Alto,No,8,88,Alto,Sí,3,Medio,Medio,Privado,Positiva,2,No,Instituto,Lejana,Mujer,74,3,4
17,87,Alto,Alto,Sí,9,83,Medio,Sí,0,Bajo,Alto,Público,Neutral,2,No,Universidad,Moderada,Hombre,69,2,4
9,86,Alto,Medio,No,8,86,Medio,Sí,1,Bajo,Alto,Público,Neutral,1,No,Instituto,Cercana,Hombre,65,2,4
24,85,Bajo,Medio,Sí,7,54,Medio,No,2,Medio,Bajo,Público,Neutral,3,No,Universidad,Moderada,Mujer,66,2,1
16,94,Medio,Medio,Sí,8,76,Bajo,Sí,3,Medio,Medio,Público,Negativa,4,No,Postgrado,Cercana,Mujer,70,2,3
13,79,Alto,Alto,No,5,92,Medio,Sí,3,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,68,2,5
16,95,Bajo,Bajo,No,10,86,Medio,Sí,4,Alto,Medio,Público,Positiva,2,No,Universidad,Cercana,Mujer,70,2,4
19,74,Alto,Alto,No,8,93,Alto,Sí,1,Medio,Medio,Público,Negativa,3,No,Instituto,Cercana,Hombre,68,2,5
16,97,Alto,Bajo,Sí,8,60,Medio,Sí,0,Bajo,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,69,2,1
7,88,Medio,Alto,Sí,7,64,Bajo,Sí,2,Medio,Alto,Público,Neutral,4,No,Postgrado,Moderada,Hombre,66,2,2
25,70,Medio,Medio,Sí,4,72,Medio,Sí,0,Bajo,Bajo,Público,Neutral,4,No,Universidad,Moderada,Hombre,65,2,3
28,83,Medio,Medio,Sí,7,76,Medio,Sí,1,Medio,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,71,2,3
24,81,Medio,Bajo,Sí,7,63,Medio,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Moderada,Hombre,66,2,2
13,66,Bajo,Medio,Sí,6,69,Bajo,Sí,2,Bajo,Medio,Privado,Positiva,4,No,Instituto,Cercana,Hombre,61,1,2
19,84,Medio,Medio,Sí,6,84,Medio,Sí,3,Medio,Alto,Público,Neutral,2,No,Postgrado,Moderada,Hombre,69,2,4
20,73,Medio,Medio,No,6,82,Bajo,Sí,1,Medio,Alto,Privado,Negativa,3,No,Universidad,Cercana,Hombre,65,2,4
24,62,Medio,Medio,Sí,8,56,Medio,Sí,0,Medio,Medio,Privado,Positiva,2,No,Universidad,Moderada,Hombre,63,1,1
24,98,Medio,Bajo,Sí,9,99,Alto,Sí,2,Bajo,Alto,Público,Neutral,2,No,Postgrado,Lejana,Mujer,73,2,5
16,86,Alto,Medio,Sí,7,78,Bajo,Sí,1,Bajo,Medio,Privado,Positiva,4,No,Postgrado,Moderada,Hombre,68,2,3
20,95,Medio,Medio,Sí,6,74,Medio,Sí,1,Alto,Bajo,Público,Positiva,4,No,Instituto,Lejana,Mujer,70,2,3
23,87,Medio,Medio,Sí,6,98,Medio,Sí,3,Medio,Medio,Público,Neutral,3,No,Universidad,Cercana,Hombre,72,2,5
29,74,Alto,Medio,Sí,7,57,Medio,No,3,Medio,Medio,Privado,Positiva,2,No,Instituto,Moderada,Hombre,68,2,1
24,81,Medio,Medio,No,7,77,Medio,Sí,0,Alto,Medio,Privado,Positiva,3,No,Instituto,Cercana,Hombre,68,2,3
25,87,Alto,Medio,Sí,8,90,Medio,Sí,1,Bajo,Medio,Público,Negativa,4,No,Instituto,Cercana,Mujer,71,2,5
21,98,Bajo,Bajo,Sí,6,70,Medio,Sí,1,Medio,Medio,Público,Positiva,3,No,Instituto,Moderada,Hombre,68,2,2
28,70,Alto,Bajo,Sí,8,87,Alto,Sí,3,Bajo,Medio,Público,Neutral,3,No,Postgrado,Moderada,Hombre,70,2,4
22,95,Medio,Bajo,Sí,8,95,Medio,No,2,Bajo,Alto,Privado,Neutral,4,No,Instituto,Cercana,Mujer,70,2,5
15,97,Alto,Medio,Sí,6,63,Bajo,Sí,2,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Mujer,69,2,2
28,87,Alto,Medio,Sí,4,62,Alto,Sí,2,Bajo,Alto,Público,Positiva,4,No,Instituto,Cercana,Mujer,73,2,2
24,97,Medio,Medio,Sí,6,68,Bajo,Sí,1,Medio,Alto,Público,Neutral,4,No,Universidad,Cercana,Hombre,72,2,2
17,76,Medio,Alto,No,9,71,Medio,Sí,0,Medio,Alto,Público,Neutral,3,No,Postgrado,Cercana,Hombre,67,2,3
17,98,Alto,Medio,No,4,56,Medio,Sí,2,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Mujer,69,2,1
22,88,Bajo,Medio,Sí,9,62,Medio,Sí,1,Alto,Medio,Privado,Negativa,3,No,Universidad,Cercana,Hombre,68,2,2
23,62,Alto,Bajo,No,4,94,Medio,Sí,0,Medio,Bajo,Privado,Positiva,3,No,Postgrado,Lejana,Mujer,64,1,5
21,96,Bajo,Alto,Sí,6,78,Bajo,Sí,2,Medio,Alto,Privado,Neutral,3,No,Instituto,Moderada,Mujer,71,2,3
22,79,Alto,Medio,Sí,6,63,Medio,Sí,1,Medio,Alto,Público,Neutral,4,No,Instituto,Cercana,Mujer,68,2,2
30,78,Medio,Alto,Sí,10,97,Medio,Sí,1,Bajo,Bajo,Privado,Positiva,2,No,Instituto,Lejana,Hombre,70,2,5
26,83,Medio,Alto,Sí,7,89,Medio,Sí,3,Bajo,Medio,Privado,Positiva,3,No,Instituto,Moderada,Hombre,72,2,4
21,66,Bajo,Alto,Sí,7,68,Alto,Sí,2,Bajo,Medio,Público,Positiva,1,No,Instituto,Cercana,Mujer,65,2,2
26,79,Medio,Alto,No,6,88,Medio,Sí,1,Bajo,Alto,Público,Positiva,3,Sí,Universidad,Cercana,Hombre,70,2,4
14,93,Medio,Medio,No,8,80,Bajo,Sí,2,Bajo,Medio,Privado,Positiva,4,No,Postgrado,Cercana,Hombre,69,2,4
22,61,Medio,Medio,No,6,84,Bajo,Sí,0,Medio,Medio,Público,Positiva,2,No,Postgrado,Cercana,Hombre,64,1,4
31,71,Bajo,Alto,Sí,7,66,Medio,Sí,3,Bajo,Medio,Privado,Negativa,1,No,Instituto,Cercana,Hombre,67,2,2
19,60,Alto,Alto,Sí,6,60,Alto,Sí,1,Bajo,Medio,Público,Positiva,2,No,Universidad,Cercana,Hombre,65,2,1
15,77,Bajo,Medio,Sí,8,63,Medio,Sí,0,Medio,Medio,Público,Neutral,1,No,Instituto,Cercana,Mujer,62,1,2
16,89,Alto,Medio,No,8,54,Medio,Sí,2,Bajo,Alto,Privado,Positiva,2,No,Universidad,Moderada,Hombre,68,2,1
13,92,Medio,Alto,No,6,74,Alto,Sí,2,Bajo,Medio,Privado,Neutral,2,No,Universidad,Cercana,Hombre,68,2,3
15,98,Medio,Medio,No,6,70,Bajo,Sí,1,Medio,Alto,Privado,Positiva,3,No,Instituto,Moderada,Hombre,68,2,2
18,84,Medio,Bajo,Sí,6,50,Medio,Sí,4,Alto,Alto,Privado,Negativa,3,No,Postgrado,Cercana,Hombre,68,2,1
12,70,Medio,Medio,Sí,7,93,Medio,Sí,1,Bajo,Alto,Público,Neutral,4,No,Instituto,Lejana,Mujer,62,1,5
20,97,Medio,Bajo,Sí,8,84,Bajo,Sí,4,Medio,Medio,Público,Positiva,5,No,Instituto,Cercana,Mujer,72,2,4
25,91,Bajo,Medio,No,7,72,Medio,Sí,1,Medio,Alto,Privado,Neutral,3,No,Universidad,Lejana,Hombre,69,2,3
15,83,Medio,Alto,No,4,98,Bajo,Sí,3,Bajo,Alto,Público,Positiva,3,No,Instituto,Moderada,Mujer,68,2,5
29,88,Bajo,Medio,Sí,8,97,Medio,Sí,4,Bajo,Alto,Público,Negativa,3,Sí,Universidad,Moderada,Hombre,71,2,5
23,97,Bajo,Alto,Sí,5,55,Medio,Sí,0,Medio,Bajo,Público,Neutral,3,No,Instituto,Moderada,Mujer,69,2,1
26,88,Bajo,Alto,No,6,81,Medio,Sí,1,Alto,Medio,Público,Positiva,2,No,Instituto,Cercana,Hombre,71,2,4
16,75,Medio,Alto,Sí,7,91,Bajo,Sí,2,Bajo,Bajo,Público,Positiva,5,No,Instituto,Lejana,Hombre,65,2,5
25,89,Medio,Alto,No,7,59,Medio,Sí,1,Bajo,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,68,2,1
13,62,Medio,Medio,Sí,8,56,Bajo,Sí,1,Bajo,Alto,Público,Positiva,4,Sí,Instituto,Cercana,Mujer,60,1,1
25,75,Medio,Medio,Sí,6,63,Bajo,Sí,3,Alto,Medio,Privado,Neutral,4,No,Instituto,Cercana,Hombre,68,2,2
21,76,Bajo,Alto,No,6,64,Medio,Sí,1,Medio,Medio,Público,Neutral,4,No,Instituto,Cercana,Mujer,66,2,2
23,67,Medio,Medio,No,7,98,Bajo,Sí,4,Bajo,Medio,Privado,Neutral,3,No,Instituto,Moderada,Hombre,66,2,5
13,61,Medio,Medio,Sí,8,89,Bajo,Sí,4,Bajo,Medio,Privado,Neutral,4,No,Instituto,Lejana,Mujer,62,1,4
15,65,Medio,Medio,No,8,53,Medio,Sí,2,Bajo,Medio,Público,Negativa,3,No,Universidad,Cercana,Hombre,61,1,1
24,86,Alto,Medio,No,7,89,Bajo,Sí,2,Bajo,Medio,Público,Negativa,3,No,Postgrado,Lejana,Mujer,69,2,4
14,92,Medio,Alto,Sí,9,58,Alto,Sí,1,Alto,Bajo,Público,Positiva,2,No,Instituto,Cercana,Hombre,69,2,1
23,100,Medio,Medio,Sí,9,68,Medio,Sí,4,Alto,Alto,Privado,Negativa,3,No,Postgrado,Cercana,Hombre,74,3,2
12,74,Medio,Alto,Sí,8,66,Bajo,Sí,1,Bajo,Medio,Público,Negativa,4,No,Instituto,Cercana,Mujer,62,1,2
25,84,Medio,Medio,Sí,5,64,Medio,Sí,0,Bajo,Medio,Público,Negativa,3,No,Universidad,Moderada,Mujer,67,2,2
13,97,Alto,Medio,No,8,65,Alto,Sí,1,Bajo,Medio,Privado,Positiva,2,No,Instituto,Cercana,Mujer,69,2,2
23,67,Alto,Bajo,Sí,7,88,Medio,Sí,1,Bajo,Medio,Privado,Positiva,4,No,Instituto,Cercana,Hombre,66,2,4
24,89,Medio,Alto,Sí,6,63,Medio,Sí,2,Alto,Medio,Privado,Positiva,3,No,Universidad,Cercana,Hombre,72,2,2
16,90,Alto,Bajo,No,6,90,Medio,Sí,2,Alto,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,69,2,5
23,64,Medio,Alto,Sí,7,55,Medio,Sí,0,Medio,Medio,Público,Positiva,4,No,Instituto,Moderada,Hombre,65,2,1
22,94,Medio,Alto,No,6,80,Bajo,Sí,0,Alto,Medio,Privado,Positiva,2,No,Postgrado,Cercana,Hombre,72,2,4
17,93,Bajo,Medio,Sí,7,93,Bajo,Sí,2,Medio,Medio,Privado,Positiva,4,No,Instituto,Cercana,Hombre,69,2,5
14,61,Medio,Alto,No,7,54,Medio,Sí,3,Bajo,Medio,Público,Positiva,2,Sí,Instituto,Cercana,Mujer,60,1,1
8,64,Alto,Medio,No,7,82,Alto,Sí,0,Alto,Medio,Público,Neutral,1,Sí,Postgrado,Cercana,Mujer,61,1,4
22,62,Alto,Bajo,No,8,76,Medio,Sí,1,Medio,Bajo,Público,Neutral,3,No,Instituto,Cercana,Hombre,63,1,3
11,73,Medio,Medio,No,7,67,Medio,No,3,Medio,Alto,Privado,Positiva,5,Sí,Postgrado,Cercana,Hombre,63,1,2
21,80,Medio,Medio,Sí,6,55,Alto,Sí,1,Alto,Alto,Público,Negativa,3,No,Postgrado,Moderada,Hombre,68,2,1
18,81,Medio,Medio,Sí,4,84,Bajo,Sí,1,Medio,Medio,Privado,Positiva,4,No,Universidad,Cercana,Mujer,68,2,4
24,71,Alto,Medio,No,8,65,Medio,Sí,1,Bajo,Medio,Privado,Negativa,2,No,Instituto,Cercana,Hombre,65,2,2
18,96,Medio,Alto,No,7,67,Medio,Sí,1,Alto,Medio,Público,Positiva,2,No,Instituto,Cercana,Mujer,71,2,2
18,75,Medio,Medio,Sí,7,86,Bajo,Sí,1,Bajo,Medio,Privado,Negativa,3,No,Instituto,Cercana,Hombre,64,1,4
24,62,Medio,Medio,No,9,97,Medio,Sí,1,Medio,Medio,Privado,Negativa,2,No,Postgrado,Cercana,Hombre,65,2,5
22,72,Alto,Medio,Sí,5,67,Bajo,Sí,2,Medio,Medio,Público,Neutral,4,No,Universidad,Cercana,Mujer,67,2,2
